Lat,Lon,Area
29.291857,47.881295,"Farwaniya, Ardhiya, Block 5"
29.286175,47.902052,"Farwaniya, Ardhiya, Block 6"
29.281283,47.903485,"Farwaniya, Ardhiya, Block 7"
29.286342,47.895235,"Farwaniya, Ardhiya, Block 8"
29.280002,47.897493,"Farwaniya, Ardhiya, Block 9"
29.284166,47.916728,"Farwaniya, Ardhiya 4, Block 1"
29.277072,47.9172,"Farwaniya, Ardhiya 4, Block 2"
29.270941,47.917061,"Farwaniya, Ardhiya 4, Block 3"
29.296818,47.921921,"Farwaniya, Ardhiya 6, Block 1"
29.291056,47.92224,"Farwaniya, Ardhiya 6, Block 2"
29.295583,47.911052,"Farwaniya, Ardhiya Herafiya, Block 1"
29.297732,47.913376,"Farwaniya, Ardhiya Herafiya, Block 2"
29.295941,47.907818,"Farwaniya, Ardhiya Herafiya, Block 3"
29.294344,47.913843,"Farwaniya, Ardhiya Herafiya, Block 4"
29.291124,47.910959,"Farwaniya, Ardhiya Herafiya, Block 5"
29.27256,47.946995,"Farwaniya, Ashbeliah, Block 1"
29.274288,47.941421,"Farwaniya, Ashbeliah, Block 2"
29.274332,47.936703,"Farwaniya, Ashbeliah, Block 3"
29.272607,47.93089,"Farwaniya, Ashbeliah, Block 4"
29.262001,47.962213,"Farwaniya, Dajeej, Block 1"
29.285992,47.960554,"Farwaniya, Farwaniya, Block 1"
29.283765,47.952241,"Farwaniya, Farwaniya, Block 2"
29.278289,47.965407,"Farwaniya, Farwaniya, Block 3"
29.275928,47.959299,"Farwaniya, Farwaniya, Block 4"
29.271348,47.954433,"Farwaniya, Farwaniya, Block 5"
29.268958,47.964773,"Farwaniya, Farwaniya, Block 6"
29.292201,47.868123,"Farwaniya, Ferdous, Block 1"
29.286298,47.868283,"Farwaniya, Ferdous, Block 2"
29.281616,47.868599,"Farwaniya, Ferdous, Block 3"
29.277527,47.870374,"Farwaniya, Ferdous, Block 4"
29.277863,47.877608,"Farwaniya, Ferdous, Block 5"
29.283283,47.881076,"Farwaniya, Ferdous, Block 6"
29.287525,47.875997,"Farwaniya, Ferdous, Block 7"
29.293286,47.874926,"Farwaniya, Ferdous, Block 8"
29.277328,47.884594,"Farwaniya, Ferdous, Block 9"
29.215584,47.971258,"Farwaniya, International Airport, Block 1"
29.262927,47.943011,"Farwaniya, Jleeb Al-Shiyoukh, Block 1"
29.260795,47.92708,"Farwaniya, Jleeb Al-Shiyoukh, Block 2"
29.263125,47.917133,"Farwaniya, Jleeb Al-Shiyoukh, Block 3"
29.250195,47.936018,"Farwaniya, Jleeb Al-Shiyoukh, Block 4"
29.256305,47.94775,"Farwaniya, Jleeb Al-Shiyoukh, Block 5"
29.272258,47.983473,"Farwaniya, Khaitan, Block 1"
29.300404,47.972029,"Farwaniya, Khaitan, Block 10"
29.27075,47.97507,"Farwaniya, Khaitan, Block 2"
29.280531,47.981586,"Farwaniya, Khaitan, Block 3"
29.279257,47.972661,"Farwaniya, Khaitan, Block 4"
29.289857,47.981075,"Farwaniya, Khaitan, Block 5"
29.29033,47.97658,"Farwaniya, Khaitan, Block 6"
29.28745,47.972417,"Farwaniya, Khaitan, Block 7"
29.287595,47.968253,"Farwaniya, Khaitan, Block 8"
29.29475,47.969827,"Farwaniya, Khaitan, Block 9"
29.30029,47.958345,"Farwaniya, Omariya, Block 1"
29.299426,47.949442,"Farwaniya, Omariya, Block 2"
29.296036,47.959252,"Farwaniya, Omariya, Block 3"
29.293167,47.950658,"Farwaniya, Omariya, Block 4"
29.291898,47.960196,"Farwaniya, Omariya, Block 5"
29.292963,47.936148,"Farwaniya, Rabiya, Block 1"
29.292733,47.930647,"Farwaniya, Rabiya, Block 2"
29.289612,47.933923,"Farwaniya, Rabiya, Block 3"
29.298036,47.933317,"Farwaniya, Rabiya, Block 4"
29.295073,47.942904,"Farwaniya, Rabiya, Block 5"
29.308388,47.944938,"Farwaniya, Rai, Block 1"
29.283752,47.944421,"Farwaniya, Rehab, Block 1"
29.285005,47.936749,"Farwaniya, Rehab, Block 2"
29.284218,47.930144,"Farwaniya, Rehab, Block 3"
29.305888,47.921137,"Farwaniya, Riggai, Block 1"
29.303863,47.910372,"Farwaniya, Riggai, Block 2"
29.272196,47.876265,"Farwaniya, Sabah Al-Nasser, Block 1"
29.270268,47.867015,"Farwaniya, Sabah Al-Nasser, Block 2"
29.268524,47.875667,"Farwaniya, Sabah Al-Nasser, Block 3"
29.272879,47.889158,"Farwaniya, Sabah Al-Nasser, Block 4"
29.268975,47.886623,"Farwaniya, Sabah Al-Nasser, Block 5"
29.270153,47.900419,"Farwaniya, Sabah Al-Nasser, Block 6"
29.275558,47.900848,"Farwaniya, Sabah Al-Nasser, Block 7"
29.257077,47.897889,"Farwaniya, Sabah Al-Salem University City, Block 1"
29.237037,47.829346,"Farwaniya, West Abdullah Al-Mubarak, Block 1"
29.245927,47.83755,"Farwaniya, West Abdullah Al-Mubarak, Block 2"
29.239716,47.842044,"Farwaniya, West Abdullah Al-Mubarak, Block 3"
29.231004,47.844763,"Farwaniya, West Abdullah Al-Mubarak, Block 4"
29.23182,47.859064,"Farwaniya, West Abdullah Al-Mubarak, Block 5"
29.242134,47.857451,"Farwaniya, West Abdullah Al-Mubarak, Block 6"
29.248662,47.859161,"Farwaniya, West Abdullah Al-Mubarak, Block 7"
29.315749,48.088811,"Hawalli, Al Bida'a, Block 13"
29.301614,47.99115,"Hawalli, Al-Siddiq, Block 1"
29.296878,47.988386,"Hawalli, Al-Siddiq, Block 2"
29.294021,48.000213,"Hawalli, Al-Siddiq, Block 3"
29.293627,47.995023,"Hawalli, Al-Siddiq, Block 4"
29.291615,47.987658,"Hawalli, Al-Siddiq, Block 5"
29.288002,47.998057,"Hawalli, Al-Siddiq, Block 6"
29.286926,47.989106,"Hawalli, Al-Siddiq, Block 7"
29.294046,48.087348,"Hawalli, Anjafa, Block 13"
29.309993,48.051537,"Hawalli, Bayan, Block 1"
29.294185,48.065113,"Hawalli, Bayan, Block 10"
29.291009,48.059957,"Hawalli, Bayan, Block 11"
29.288539,48.054039,"Hawalli, Bayan, Block 12"
29.288771,48.047515,"Hawalli, Bayan, Block 13"
29.298123,48.033516,"Hawalli, Bayan, Block 14"
29.307788,48.04378,"Hawalli, Bayan, Block 2"
29.303205,48.041472,"Hawalli, Bayan, Block 3"
29.30518,48.056496,"Hawalli, Bayan, Block 4"
29.302738,48.05087,"Hawalli, Bayan, Block 5"
29.297471,48.045937,"Hawalli, Bayan, Block 6"
29.299626,48.060876,"Hawalli, Bayan, Block 7"
29.296885,48.055944,"Hawalli, Bayan, Block 8"
29.293939,48.052066,"Hawalli, Bayan, Block 9"
29.337605,48.007104,"Hawalli, Hawalli, Block 1"
29.330709,48.01749,"Hawalli, Hawalli, Block 10"
29.328818,48.014444,"Hawalli, Hawalli, Block 11"
29.327458,48.01087,"Hawalli, Hawalli, Block 12"
29.340755,48.012087,"Hawalli, Hawalli, Block 2"
29.340885,48.017026,"Hawalli, Hawalli, Block 3"
29.344062,48.01891,"Hawalli, Hawalli, Block 4"
29.343976,48.024936,"Hawalli, Hawalli, Block 5"
29.337114,48.033209,"Hawalli, Hawalli, Block 6"
29.333621,48.029532,"Hawalli, Hawalli, Block 7"
29.332284,48.025295,"Hawalli, Hawalli, Block 8"
29.331113,48.021431,"Hawalli, Hawalli, Block 9"
29.286315,48.025341,"Hawalli, Hitteen, Block 1"
29.286308,48.010921,"Hawalli, Hitteen, Block 2"
29.280737,48.027657,"Hawalli, Hitteen, Block 3"
29.281172,48.016519,"Hawalli, Hitteen, Block 4"
29.312901,48.036467,"Hawalli, Jabriya, Block 10"
29.314506,48.042602,"Hawalli, Jabriya, Block 11"
29.316183,48.047767,"Hawalli, Jabriya, Block 12"
29.323229,48.018139,"Hawalli, Jabriya, Block 1"
29.319399,48.0168,"Hawalli, Jabriya, Block 1"
29.320806,48.021535,"Hawalli, Jabriya, Block 2"
29.325242,48.026777,"Hawalli, Jabriya, Block 3"
29.32218,48.02812,"Hawalli, Jabriya, Block 3"
29.32749,48.035471,"Hawalli, Jabriya, Block 4"
29.315818,48.022758,"Hawalli, Jabriya, Block 5"
29.318001,48.029945,"Hawalli, Jabriya, Block 6"
29.320755,48.035758,"Hawalli, Jabriya, Block 7"
29.322776,48.042023,"Hawalli, Jabriya, Block 8"
29.310882,48.027077,"Hawalli, Jabriya, Block 9"
29.271219,48.017354,"Hawalli, Ministries Area, Block 1"
29.286715,48.070531,"Hawalli, Mishrif, Block 1"
29.284804,48.064102,"Hawalli, Mishrif, Block 2"
29.278161,48.075448,"Hawalli, Mishrif, Block 3"
29.276775,48.067703,"Hawalli, Mishrif, Block 4"
29.270106,48.074615,"Hawalli, Mishrif, Block 5"
29.28183,48.056769,"Hawalli, Mishrif, Block 6"
29.275352,48.059089,"Hawalli, Mishrif, Block 7"
29.268436,48.061282,"Hawalli, Mishrif, Block 7"
29.280339,48.049612,"Hawalli, Mubarak Al-Abdullah, Block 1"
29.28045,48.044248,"Hawalli, Mubarak Al-Abdullah, Block 2"
29.276971,48.040057,"Hawalli, Mubarak Al-Abdullah, Block 3"
29.2764,48.046001,"Hawalli, Mubarak Al-Abdullah, Block 4"
29.274246,48.051859,"Hawalli, Mubarak Al-Abdullah, Block 5"
29.269199,48.046349,"Hawalli, Mubarak Al-Abdullah, Block 6"
29.268463,48.054297,"Hawalli, Mubarak Al-Abdullah, Block 7"
29.284625,48.03892,"Hawalli, Mubarakyia, Block 1"
29.308449,48.061636,"Hawalli, Rumaithiya, Block 1"
29.318924,48.065766,"Hawalli, Rumaithiya, Block 10"
29.316518,48.06153,"Hawalli, Rumaithiya, Block 11"
29.313532,48.05722,"Hawalli, Rumaithiya, Block 12"
29.311499,48.066778,"Hawalli, Rumaithiya, Block 2"
29.313034,48.072071,"Hawalli, Rumaithiya, Block 3"
29.312695,48.077707,"Hawalli, Rumaithiya, Block 4"
29.311957,48.083605,"Hawalli, Rumaithiya, Block 5"
29.319749,48.084939,"Hawalli, Rumaithiya, Block 6"
29.320722,48.079677,"Hawalli, Rumaithiya, Block 7"
29.321516,48.074803,"Hawalli, Rumaithiya, Block 8"
29.320722,48.070136,"Hawalli, Rumaithiya, Block 9"
29.303218,48.010208,"Hawalli, Salam, Block 1"
29.298916,48.021971,"Hawalli, Salam, Block 2"
29.298589,48.014775,"Hawalli, Salam, Block 3"
29.2954,48.012231,"Hawalli, Salam, Block 4"
29.291607,48.023165,"Hawalli, Salam, Block 5"
29.290923,48.013254,"Hawalli, Salam, Block 6"
29.293734,48.005783,"Hawalli, Salam, Block 7"
29.348553,48.097143,"Hawalli, Salmiya, Block 1"
29.327726,48.064959,"Hawalli, Salmiya, Block 10"
29.338572,48.044519,"Hawalli, Salmiya, Block 11"
29.324757,48.051301,"Hawalli, Salmiya, Block 12"
29.345952,48.087724,"Hawalli, Salmiya, Block 2"
29.339759,48.091856,"Hawalli, Salmiya, Block 3"
29.341403,48.075839,"Hawalli, Salmiya, Block 4"
29.335962,48.079824,"Hawalli, Salmiya, Block 5"
29.329944,48.088066,"Hawalli, Salmiya, Block 6"
29.339133,48.066714,"Hawalli, Salmiya, Block 7"
29.329692,48.077186,"Hawalli, Salmiya, Block 8"
29.335748,48.059401,"Hawalli, Salmiya, Block 9"
29.303808,48.066278,"Hawalli, Salwa, Block 1"
29.287234,48.080105,"Hawalli, Salwa, Block 10"
29.282003,48.082644,"Hawalli, Salwa, Block 11"
29.275015,48.085168,"Hawalli, Salwa, Block 12"
29.30614,48.073279,"Hawalli, Salwa, Block 2"
29.306675,48.081265,"Hawalli, Salwa, Block 3"
29.300992,48.083106,"Hawalli, Salwa, Block 4"
29.299978,48.077377,"Hawalli, Salwa, Block 5"
29.298064,48.070125,"Hawalli, Salwa, Block 6"
29.291965,48.074306,"Hawalli, Salwa, Block 7"
29.293416,48.080242,"Hawalli, Salwa, Block 8"
29.294152,48.084179,"Hawalli, Salwa, Block 9"
29.346465,48.028947,"Hawalli, Shaab, Block 1"
29.351551,48.025585,"Hawalli, Shaab, Block 2"
29.34989,48.023335,"Hawalli, Shaab, Block 3"
29.347755,48.022118,"Hawalli, Shaab, Block 4"
29.355452,48.021465,"Hawalli, Shaab, Block 5"
29.352865,48.018551,"Hawalli, Shaab, Block 6"
29.349903,48.01629,"Hawalli, Shaab, Block 7"
29.350671,48.031263,"Hawalli, Shaab, Block 8"
29.276191,48.030024,"Hawalli, Shuhada, Block 1"
29.268974,48.037104,"Hawalli, Shuhada, Block 2"
29.26628,48.027506,"Hawalli, Shuhada, Block 3"
29.26955,48.028373,"Hawalli, Shuhada, Block 4"
29.272846,48.027781,"Hawalli, Shuhada, Block 5"
29.276692,48.010116,"Hawalli, Zahra, Block 1"
29.282698,48.001095,"Hawalli, Zahra, Block 2"
29.28217,47.990221,"Hawalli, Zahra, Block 3"
29.275721,48.004411,"Hawalli, Zahra, Block 4"
29.276452,47.998809,"Hawalli, Zahra, Block 5"
29.277172,47.991033,"Hawalli, Zahra, Block 6"
29.267982,48.002023,"Hawalli, Zahra, Block 7"
29.271665,47.993833,"Hawalli, Zahra, Block 8"
30.055877,47.747114,"Jahra, Abdally, Block 1"
30.016404,47.687238,"Jahra, Abdally, Block 2"
29.971889,47.724786,"Jahra, Abdally, Block 3"
30.016848,47.823146,"Jahra, Abdally, Block 4"
29.975239,47.858099,"Jahra, Abdally, Block 5"
29.92511,47.848228,"Jahra, Abdally, Block 6"
29.490477,47.535077,"Jahra, Al Mutlaa, Block 1"
29.22457,47.314754,"Jahra, Al Naayem, Block 1"
29.248727,47.286409,"Jahra, Al Naayem, Block 2"
29.236542,47.239271,"Jahra, Al Naayem, Block 3"
29.206269,47.275343,"Jahra, Al Naayem, Block 4"
29.19421,47.251872,"Jahra, Al Naayem, Block 5"
29.216512,47.254666,"Jahra, Al Naayem, Block 6"
29.19889,47.139034,"Jahra, Al Sheqaya, Block 1"
29.310513,47.740105,"Jahra, Amghara Industrial, Block 1"
29.308149,47.746639,"Jahra, Amghara Industrial, Block 2"
29.297519,47.748154,"Jahra, Amghara Industrial, Block 3"
29.301078,47.768911,"Jahra, Amghara Industrial, Block 4"
29.624541,47.372598,"Jahra, Bar Al-Jahra Governorate, Block 1"
29.953447,47.96082,"Jahra, Bhaith, Block 1"
29.785773,48.21173,"Jahra, Bubyan Island, Block 1"
29.354093,47.680374,"Jahra, Jahra, Block 1"
29.352294,47.67507,"Jahra, Jahra, Block 2"
29.351007,47.669363,"Jahra, Jahra, Block 3"
29.34127,47.672098,"Jahra, Jahra, Block 4"
29.348228,47.664783,"Jahra, Jahra, Block 5"
29.352681,47.709032,"Jahra, Jahra Camps, Block 1"
29.321004,47.653249,"Jahra, Jahra Industrial Herafiya 1, Block 1"
29.304619,47.663187,"Jahra, Jawakher Al Jahra, Block 1"
29.307371,47.65758,"Jahra, Jawakher Al Jahra, Block 2"
29.093153,47.715816,"Jahra, Kabd, Block 1"
29.08215,47.750568,"Jahra, Kabd, Block 10"
29.102426,47.769201,"Jahra, Kabd, Block 11"
29.092104,47.769248,"Jahra, Kabd, Block 12"
29.081794,47.768967,"Jahra, Kabd, Block 13"
29.10357,47.732113,"Jahra, Kabd, Block 2"
29.103926,47.716112,"Jahra, Kabd, Block 3"
29.092825,47.731861,"Jahra, Kabd, Block 4"
29.114752,47.716398,"Jahra, Kabd, Block 5"
29.082512,47.731634,"Jahra, Kabd, Block 6"
29.125526,47.716666,"Jahra, Kabd, Block 7"
29.103202,47.751044,"Jahra, Kabd, Block 8"
29.092467,47.750783,"Jahra, Kabd, Block 9"
29.299656,47.808635,"Jahra, Kaerawan, Block 1"
29.303009,47.798407,"Jahra, Kaerawan, Block 2"
29.305792,47.790932,"Jahra, Kaerawan, Block 3"
29.511669,47.769073,"Jahra, Kazima, Block 1"
29.332169,47.701018,"Jahra, Naeem, Block 1"
29.328702,47.6986,"Jahra, Naeem, Block 2"
29.336876,47.691899,"Jahra, Naeem, Block 3"
29.333767,47.690169,"Jahra, Naeem, Block 4"
29.300929,47.861297,"Jahra, Nahda, Block 1"
29.302121,47.856044,"Jahra, Nahda, Block 2"
29.308001,47.858156,"Jahra, Nahda, Block 3"
29.320128,47.673581,"Jahra, Nasseem, Block 1"
29.322722,47.664912,"Jahra, Nasseem, Block 2"
29.320688,47.684641,"Jahra, Nasseem, Block 3"
29.315383,47.686398,"Jahra, Nasseem, Block 4"
29.35479,47.649685,"Jahra, North West Jahra, Block 1"
29.332473,47.6594,"Jahra, Oyoun, Block 1"
29.324571,47.658092,"Jahra, Oyoun, Block 2"
29.334049,47.652018,"Jahra, Oyoun, Block 3"
29.326843,47.65103,"Jahra, Oyoun, Block 4"
29.347067,47.684117,"Jahra, Qasr, Block 1"
29.34213,47.68626,"Jahra, Qasr, Block 2"
29.341716,47.697776,"Jahra, Qasr, Block 3"
29.339826,47.707172,"Jahra, Qasr, Block 4"
29.335171,47.703929,"Jahra, Qasr, Block 4"
29.795627,47.863465,"Jahra, Rawdatain, Block 1"
29.309672,47.71967,"Jahra, Saad Al-Abdulla City, Block 1"
29.315075,47.733874,"Jahra, Saad Al-Abdulla City, Block 10"
29.323929,47.739233,"Jahra, Saad Al-Abdulla City, Block 11"
29.31061,47.711026,"Jahra, Saad Al-Abdulla City, Block 2"
29.303068,47.708789,"Jahra, Saad Al-Abdulla City, Block 3"
29.302257,47.71862,"Jahra, Saad Al-Abdulla City, Block 4"
29.310149,47.695643,"Jahra, Saad Al-Abdulla City, Block 5"
29.305886,47.685379,"Jahra, Saad Al-Abdulla City, Block 6"
29.30402,47.69962,"Jahra, Saad Al-Abdulla City, Block 7"
29.319356,47.721339,"Jahra, Saad Al-Abdulla City, Block 8"
29.304374,47.728248,"Jahra, Saad Al-Abdulla City, Block 9"
29.175628,46.767915,"Jahra, Salmy, Block 1"
29.488314,47.838028,"Jahra, Shalehat Kazima, Block 1"
29.662516,48.125882,"Jahra, Shalehat Subiya, Block 1"
29.482266,47.622731,"Jahra, South Al Mutlaa, Block 1"
29.530515,47.632357,"Jahra, South Al Mutlaa 1, Block 1"
29.530656,47.620301,"Jahra, South Al Mutlaa 1, Block 2"
29.521763,47.619768,"Jahra, South Al Mutlaa 1, Block 3"
29.521118,47.631782,"Jahra, South Al Mutlaa 1, Block 4"
29.526343,47.626694,"Jahra, South Al Mutlaa 1, Block 5"
29.440055,47.565001,"Jahra, South Al Mutlaa 10, Block 1"
29.449397,47.564956,"Jahra, South Al Mutlaa 10, Block 2"
29.449419,47.554084,"Jahra, South Al Mutlaa 10, Block 3"
29.440319,47.554083,"Jahra, South Al Mutlaa 10, Block 4"
29.444662,47.559963,"Jahra, South Al Mutlaa 10, Block 5"
29.449442,47.574334,"Jahra, South Al Mutlaa 11, Block 1"
29.439727,47.573376,"Jahra, South Al Mutlaa 11, Block 2"
29.438702,47.584305,"Jahra, South Al Mutlaa 11, Block 3"
29.449289,47.585073,"Jahra, South Al Mutlaa 11, Block 4"
29.444236,47.579649,"Jahra, South Al Mutlaa 11, Block 5"
29.426711,47.588052,"Jahra, South Al Mutlaa 12, Block 1"
29.430423,47.580132,"Jahra, South Al Mutlaa 12, Block 2"
29.418277,47.580959,"Jahra, South Al Mutlaa 12, Block 3"
29.415986,47.590201,"Jahra, South Al Mutlaa 12, Block 4"
29.422572,47.584388,"Jahra, South Al Mutlaa 12, Block 5"
29.512953,47.631079,"Jahra, South Al Mutlaa 2, Block 1"
29.513189,47.620906,"Jahra, South Al Mutlaa 2, Block 2"
29.503525,47.621185,"Jahra, South Al Mutlaa 2, Block 3"
29.502354,47.630624,"Jahra, South Al Mutlaa 2, Block 4"
29.508077,47.626321,"Jahra, South Al Mutlaa 2, Block 5"
29.491471,47.629864,"Jahra, South Al Mutlaa 3, Block 1"
29.494969,47.620486,"Jahra, South Al Mutlaa 3, Block 2"
29.483639,47.622028,"Jahra, South Al Mutlaa 3, Block 3"
29.47978,47.630156,"Jahra, South Al Mutlaa 3, Block 4"
29.487314,47.625818,"Jahra, South Al Mutlaa 3, Block 5"
29.497068,47.611252,"Jahra, South Al Mutlaa 4, Block 1"
29.501241,47.602033,"Jahra, South Al Mutlaa 4, Block 2"
29.492105,47.59988,"Jahra, South Al Mutlaa 4, Block 3"
29.486739,47.612336,"Jahra, South Al Mutlaa 4, Block 4"
29.494615,47.60615,"Jahra, South Al Mutlaa 4, Block 5"
29.48098,47.604857,"Jahra, South Al Mutlaa 5, Block 1"
29.483833,47.594879,"Jahra, South Al Mutlaa 5, Block 2"
29.474748,47.594994,"Jahra, South Al Mutlaa 5, Block 3"
29.471197,47.604026,"Jahra, South Al Mutlaa 5, Block 4"
29.478621,47.599989,"Jahra, South Al Mutlaa 5, Block 5"
29.475469,47.58505,"Jahra, South Al Mutlaa 6, Block 1"
29.485159,47.585988,"Jahra, South Al Mutlaa 6, Block 2"
29.485281,47.574393,"Jahra, South Al Mutlaa 6, Block 3"
29.475095,47.574233,"Jahra, South Al Mutlaa 6, Block 4"
29.480705,47.579564,"Jahra, South Al Mutlaa 6, Block 5"
29.475532,47.564934,"Jahra, South Al Mutlaa 7, Block 1"
29.485161,47.565057,"Jahra, South Al Mutlaa 7, Block 2"
29.485377,47.554755,"Jahra, South Al Mutlaa 7, Block 3"
29.476179,47.554545,"Jahra, South Al Mutlaa 7, Block 4"
29.480711,47.559763,"Jahra, South Al Mutlaa 7, Block 5"
29.457939,47.565001,"Jahra, South Al Mutlaa 8, Block 1"
29.467135,47.565443,"Jahra, South Al Mutlaa 8, Block 2"
29.467787,47.553985,"Jahra, South Al Mutlaa 8, Block 3"
29.457824,47.553752,"Jahra, South Al Mutlaa 8, Block 4"
29.462999,47.559025,"Jahra, South Al Mutlaa 8, Block 5"
29.457794,47.585374,"Jahra, South Al Mutlaa 9, Block 1"
29.467061,47.585663,"Jahra, South Al Mutlaa 9, Block 2"
29.466982,47.5751,"Jahra, South Al Mutlaa 9, Block 3"
29.457929,47.574961,"Jahra, South Al Mutlaa 9, Block 4"
29.462725,47.580176,"Jahra, South Al Mutlaa 9, Block 5"
29.285484,47.710408,"Jahra, South Amghara, Block 1"
29.679481,48.04558,"Jahra, Subiya, Block 1"
29.293387,47.810168,"Jahra, Sulaibiya, Block 1"
29.287107,47.818338,"Jahra, Sulaibiya, Block 10"
29.292795,47.81885,"Jahra, Sulaibiya, Block 2"
29.292709,47.827147,"Jahra, Sulaibiya, Block 3"
29.287377,47.827067,"Jahra, Sulaibiya, Block 4"
29.282516,47.830723,"Jahra, Sulaibiya, Block 5"
29.277572,47.836818,"Jahra, Sulaibiya, Block 6"
29.272874,47.834911,"Jahra, Sulaibiya, Block 7"
29.277376,47.828696,"Jahra, Sulaibiya, Block 8"
29.281599,47.823944,"Jahra, Sulaibiya, Block 9"
29.248242,47.772455,"Jahra, Sulaibiya Agricultural, Block 1"
29.288542,47.840313,"Jahra, Sulaibiya Industrial 1, Block 1"
29.278295,47.853353,"Jahra, Sulaibiya Industrial 2, Block 1"
29.333391,47.670145,"Jahra, Taima, Block 1"
29.332573,47.678453,"Jahra, Taima, Block 2"
29.330783,47.685678,"Jahra, Taima, Block 3"
29.328479,47.691592,"Jahra, Taima, Block 4"
29.32434,47.690303,"Jahra, Taima, Block 5"
29.325762,47.6842,"Jahra, Taima, Block 6"
29.327545,47.676801,"Jahra, Taima, Block 7"
29.329295,47.668246,"Jahra, Taima, Block 8"
29.323482,47.696206,"Jahra, Taima, Block 9"
29.682761,47.75949,"Jahra, Umm Al-Aish, Block 1"
29.34476,47.659955,"Jahra, Waha, Block 1"
29.339697,47.663198,"Jahra, Waha, Block 2"
29.339857,47.654225,"Jahra, Waha, Block 3"
29.346232,47.655009,"Jahra, Waha, Block 4"
29.993199,48.073824,"Jahra, Warba Island, Block 1"
29.206168,48.095743,"Mubarak Al Kabeer, Abu Ftaira, Block 1"
29.198027,48.097625,"Mubarak Al Kabeer, Abu Ftaira, Block 2"
29.206088,48.102954,"Mubarak Al Kabeer, Abu Ftaira, Block 3"
29.20297,48.101901,"Mubarak Al Kabeer, Abu Ftaira, Block 4"
29.193113,48.106842,"Mubarak Al Kabeer, Abu Ftaira, Block 5"
29.190444,48.103763,"Mubarak Al Kabeer, Abu Ftaira, Block 6"
29.189287,48.100635,"Mubarak Al Kabeer, Abu Ftaira, Block 7"
29.184563,48.106747,"Mubarak Al Kabeer, Abu Ftaira, Block 8"
29.190834,48.112829,"Mubarak Al Kabeer, Abu Hassaniah, Block 10"
29.204047,48.108576,"Mubarak Al Kabeer, Abu Hassaniah, Block 11"
29.245123,48.087728,"Mubarak Al Kabeer, Al Masayel, Block 1"
29.241085,48.088743,"Mubarak Al Kabeer, Al Masayel, Block 2"
29.237596,48.093879,"Mubarak Al Kabeer, Al Masayel, Block 3"
29.234524,48.090762,"Mubarak Al Kabeer, Al Masayel, Block 4"
29.233778,48.086224,"Mubarak Al Kabeer, Al Masayel, Block 5"
29.239234,48.066604,"Mubarak Al Kabeer, Al-Adan, Block 1"
29.231614,48.056942,"Mubarak Al Kabeer, Al-Adan, Block 2"
29.23208,48.068006,"Mubarak Al Kabeer, Al-Adan, Block 3"
29.225684,48.063294,"Mubarak Al Kabeer, Al-Adan, Block 4"
29.224882,48.073248,"Mubarak Al Kabeer, Al-Adan, Block 5"
29.232277,48.076999,"Mubarak Al Kabeer, Al-Adan, Block 6"
29.235561,48.081039,"Mubarak Al Kabeer, Al-Adan, Block 7"
29.241217,48.076135,"Mubarak Al Kabeer, Al-Adan, Block 8"
29.229222,48.093951,"Mubarak Al Kabeer, Al-Fnaitees, Block 1"
29.226011,48.085891,"Mubarak Al Kabeer, Al-Fnaitees, Block 2"
29.218409,48.099116,"Mubarak Al Kabeer, Al-Fnaitees, Block 3"
29.223609,48.09411,"Mubarak Al Kabeer, Al-Fnaitees, Block 4"
29.222684,48.090278,"Mubarak Al Kabeer, Al-Fnaitees, Block 5"
29.217748,48.096322,"Mubarak Al Kabeer, Al-Fnaitees, Block 6"
29.216552,48.093295,"Mubarak Al Kabeer, Al-Fnaitees, Block 7"
29.215542,48.090832,"Mubarak Al Kabeer, Al-Fnaitees, Block 8"
29.21869,48.103408,"Mubarak Al Kabeer, Al-Fnaitees, Block 9"
29.204244,48.087208,"Mubarak Al Kabeer, Al-Qurain, Block 1"
29.205841,48.074238,"Mubarak Al Kabeer, Al-Qurain, Block 2"
29.20082,48.065238,"Mubarak Al Kabeer, Al-Qurain, Block 3"
29.199237,48.073094,"Mubarak Al Kabeer, Al-Qurain, Block 4"
29.201469,48.082557,"Mubarak Al Kabeer, Al-Qurain, Block 5"
29.215585,48.08444,"Mubarak Al Kabeer, Al-Qusour, Block 1"
29.217723,48.079436,"Mubarak Al Kabeer, Al-Qusour, Block 2"
29.219379,48.068977,"Mubarak Al Kabeer, Al-Qusour, Block 3"
29.216189,48.068311,"Mubarak Al Kabeer, Al-Qusour, Block 4"
29.214046,48.074176,"Mubarak Al Kabeer, Al-Qusour, Block 5"
29.210885,48.07288,"Mubarak Al Kabeer, Al-Qusour, Block 6"
29.213027,48.061712,"Mubarak Al Kabeer, Al-Qusour, Block 7"
29.238599,48.09764,"Mubarak Al Kabeer, Messila, Block 6"
29.260767,48.090104,"Mubarak Al Kabeer, Messila, Block 7"
29.194987,48.08611,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 1"
29.193234,48.076192,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 2"
29.184105,48.071367,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 3"
29.187143,48.075576,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 4"
29.189607,48.083137,"Mubarak Al Kabeer, Mubarak Al-Kabeer, Block 5"
